primary_label,filename,type,source_files
"litgre1,houspa",litgre1_houspa_00034.wav,synthetic_mix,"litgre1/XC500213.ogg,houspa/XC383292.ogg"
"lirplo,eucdov",lirplo_eucdov_00035.wav,synthetic_mix,"lirplo/XC132402.ogg,eucdov/XC814143.ogg"
"zitcis1,graher1",zitcis1_graher1_00036.wav,synthetic_mix,"zitcis1/XC768494.ogg,graher1/XC466816.ogg"
"commoo3,bkwsti",commoo3_bkwsti_00037.wav,synthetic_mix,"commoo3/XC708918.ogg,bkwsti/XC667472.ogg"
"blrwar1,grnsan",blrwar1_grnsan_00038.wav,synthetic_mix,"blrwar1/XC733892.ogg,grnsan/XC584756.ogg"
"comsan,lirplo",comsan_lirplo_00039.wav,synthetic_mix,"comsan/XC738993.ogg,lirplo/XC553077.ogg"
"eucdov,graher1",eucdov_graher1_00040.wav,synthetic_mix,"eucdov/XC399380.ogg,graher1/XC586236.ogg"
"eurcoo,commoo3",eurcoo_commoo3_00041.wav,synthetic_mix,"eurcoo/XC553627.ogg,commoo3/XC626225.ogg"
"grewar3,eurcoo",grewar3_eurcoo_00042.wav,synthetic_mix,"grewar3/XC189947.ogg,eurcoo/XC549301.ogg"
"graher1,eaywag1",graher1_eaywag1_00043.wav,synthetic_mix,"graher1/XC434685.ogg,eaywag1/XC507676.ogg"
"comgre,litgre1",comgre_litgre1_00044.wav,synthetic_mix,"comgre/XC618178.ogg,litgre1/XC715187.ogg"
"hoopoe,eucdov",hoopoe_eucdov_00045.wav,synthetic_mix,"hoopoe/XC170879.ogg,eucdov/XC669824.ogg"
"lirplo,grnsan",lirplo_grnsan_00046.wav,synthetic_mix,"lirplo/XC742885.ogg,grnsan/XC819458.ogg"
"eucdov,woosan",eucdov_woosan_00047.wav,synthetic_mix,"eucdov/XC473920.ogg,woosan/XC191239.ogg"
"comros,grywag",comros_grywag_00048.wav,synthetic_mix,"comros/XC807960.ogg,grywag/XC633116.ogg"
"zitcis1,litgre1",zitcis1_litgre1_00049.wav,synthetic_mix,"zitcis1/XC789619.ogg,litgre1/XC182084.ogg"
"grnsan,hoopoe",grnsan_hoopoe_00050.wav,synthetic_mix,"grnsan/XC628231.ogg,hoopoe/XC411684.ogg"
"comros,commoo3",comros_commoo3_00051.wav,synthetic_mix,"comros/XC183901.ogg,commoo3/XC562032.ogg"
"woosan,litgre1",woosan_litgre1_00052.wav,synthetic_mix,"woosan/XC816207.ogg,litgre1/XC347225.ogg"
"comros,grewar3",comros_grewar3_00053.wav,synthetic_mix,"comros/XC318409.ogg,grewar3/XC185526.ogg"
"zitcis1,bkwsti",zitcis1_bkwsti_00054.wav,synthetic_mix,"zitcis1/XC790069.ogg,bkwsti/XC310429.ogg"
"comgre,comkin1",comgre_comkin1_00055.wav,synthetic_mix,"comgre/XC821062.ogg,comkin1/XC149672.ogg"
"comkin1,blrwar1",comkin1_blrwar1_00056.wav,synthetic_mix,"comkin1/XC412190.ogg,blrwar1/XC569385.ogg"
"graher1,commoo3",graher1_commoo3_00057.wav,synthetic_mix,"graher1/XC497254.ogg,commoo3/XC593478.ogg"
"comkin1,bcnher",comkin1_bcnher_00058.wav,synthetic_mix,"comkin1/XC741370.ogg,bcnher/XC801766.ogg"
"graher1,grnsan",graher1_grnsan_00059.wav,synthetic_mix,"graher1/XC592442.ogg,grnsan/XC704740.ogg"
"comgre,grewar3",comgre_grewar3_00060.wav,synthetic_mix,"comgre/XC586199.ogg,grewar3/XC163408.ogg"
"grewar3,eucdov",grewar3_eucdov_00061.wav,synthetic_mix,"grewar3/XC840545.ogg,eucdov/XC410907.ogg"
"comgre,lirplo",comgre_lirplo_00062.wav,synthetic_mix,"comgre/XC720843.ogg,lirplo/XC659495.ogg"
"hoopoe,comkin1",hoopoe_comkin1_00063.wav,synthetic_mix,"hoopoe/XC793076.ogg,comkin1/XC680210.ogg"
"bkwsti,zitcis1",bkwsti_zitcis1_00064.wav,synthetic_mix,"bkwsti/XC596095.ogg,zitcis1/XC572685.ogg"
"comros,comgre",comros_comgre_00065.wav,synthetic_mix,"comros/XC182521.ogg,comgre/XC753657.ogg"
"comgre,bcnher",comgre_bcnher_00066.wav,synthetic_mix,"comgre/XC696669.ogg,bcnher/XC584799.ogg"
"bkwsti,commoo3",bkwsti_commoo3_00067.wav,synthetic_mix,"bkwsti/XC144533.ogg,commoo3/XC808519.ogg"
"commoo3,comsan",commoo3_comsan_00068.wav,synthetic_mix,"commoo3/XC278485.ogg,comsan/XC660610.ogg"
"grewar3,comsan",grewar3_comsan_00069.wav,synthetic_mix,"grewar3/XC838979.ogg,comsan/XC821436.ogg"
"blrwar1,zitcis1",blrwar1_zitcis1_00070.wav,synthetic_mix,"blrwar1/XC653926.ogg,zitcis1/XC745113.ogg"
"eucdov,commoo3",eucdov_commoo3_00071.wav,synthetic_mix,"eucdov/XC563976.ogg,commoo3/XC477749.ogg"
"bkwsti,comgre",bkwsti_comgre_00072.wav,synthetic_mix,"bkwsti/XC856240.ogg,comgre/XC304116.ogg"
"grywag,blrwar1",grywag_blrwar1_00073.wav,synthetic_mix,"grywag/XC769875.ogg,blrwar1/XC826787.ogg"
"eaywag1,bkwsti",eaywag1_bkwsti_00074.wav,synthetic_mix,"eaywag1/XC513497.ogg,bkwsti/XC814039.ogg"
"comsan,grnsan",comsan_grnsan_00075.wav,synthetic_mix,"comsan/XC681230.ogg,grnsan/XC577783.ogg"
"houspa,bkwsti",houspa_bkwsti_00076.wav,synthetic_mix,"houspa/XC326664.ogg,bkwsti/XC464866.ogg"
"comgre,barswa",comgre_barswa_00077.wav,synthetic_mix,"comgre/XC389753.ogg,barswa/XC52062.ogg"
"grywag,comsan",grywag_comsan_00078.wav,synthetic_mix,"grywag/XC336724.ogg,comsan/XC583746.ogg"
"graher1,comros",graher1_comros_00079.wav,synthetic_mix,"graher1/XC801095.ogg,comros/XC731119.ogg"
"houspa,comros",houspa_comros_00080.wav,synthetic_mix,"houspa/XC210466.ogg,comros/XC373016.ogg"
"grnsan,zitcis1",grnsan_zitcis1_00081.wav,synthetic_mix,"grnsan/XC668712.ogg,zitcis1/XC354693.ogg"
"bkwsti,comgre",bkwsti_comgre_00082.wav,synthetic_mix,"bkwsti/XC198097.ogg,comgre/XC634242.ogg"
"grewar3,comros",grewar3_comros_00083.wav,synthetic_mix,"grewar3/XC462673.ogg,comros/XC652641.ogg"
"eurcoo,eucdov",eurcoo_eucdov_00084.wav,synthetic_mix,"eurcoo/XC779448.ogg,eucdov/XC310660.ogg"
"grywag,barswa",grywag_barswa_00085.wav,synthetic_mix,"grywag/XC526460.ogg,barswa/XC457799.ogg"
"eaywag1,eucdov",eaywag1_eucdov_00086.wav,synthetic_mix,"eaywag1/XC675984.ogg,eucdov/XC636427.ogg"
"eucdov,houspa",eucdov_houspa_00087.wav,synthetic_mix,"eucdov/XC735944.ogg,houspa/XC358134.ogg"
"eaywag1,blrwar1",eaywag1_blrwar1_00088.wav,synthetic_mix,"eaywag1/XC722533.ogg,blrwar1/XC659661.ogg"
"eaywag1,grewar3",eaywag1_grewar3_00089.wav,synthetic_mix,"eaywag1/XC145100.ogg,grewar3/XC246719.ogg"
"woosan,eurcoo",woosan_eurcoo_00090.wav,synthetic_mix,"woosan/XC797773.ogg,eurcoo/XC436465.ogg"
"graher1,zitcis1",graher1_zitcis1_00091.wav,synthetic_mix,"graher1/XC798168.ogg,zitcis1/XC263700.ogg"
"eurcoo,woosan",eurcoo_woosan_00092.wav,synthetic_mix,"eurcoo/XC706657.ogg,woosan/XC758292.ogg"
"eurcoo,litgre1",eurcoo_litgre1_00093.wav,synthetic_mix,"eurcoo/XC571450.ogg,litgre1/XC668971.ogg"
"grywag,litgre1",grywag_litgre1_00094.wav,synthetic_mix,"grywag/XC438908.ogg,litgre1/XC509429.ogg"
"commoo3,blrwar1",commoo3_blrwar1_00095.wav,synthetic_mix,"commoo3/XC545259.ogg,blrwar1/XC562674.ogg"
"eurcoo,comros",eurcoo_comros_00096.wav,synthetic_mix,"eurcoo/XC715227.ogg,comros/XC740498.ogg"
"lirplo,hoopoe",lirplo_hoopoe_00097.wav,synthetic_mix,"lirplo/XC838962.ogg,hoopoe/XC716753.ogg"
"eurcoo,bcnher",eurcoo_bcnher_00098.wav,synthetic_mix,"eurcoo/XC702525.ogg,bcnher/XC554532.ogg"
"eurcoo,graher1",eurcoo_graher1_00099.wav,synthetic_mix,"eurcoo/XC642510.ogg,graher1/XC713294.ogg"
"litgre1,lirplo",litgre1_lirplo_00100.wav,synthetic_mix,"litgre1/XC625695.ogg,lirplo/XC542074.ogg"
"lirplo,zitcis1",lirplo_zitcis1_00101.wav,synthetic_mix,"lirplo/XC653441.ogg,zitcis1/XC572915.ogg"
"comsan,grewar3",comsan_grewar3_00102.wav,synthetic_mix,"comsan/XC834283.ogg,grewar3/XC431704.ogg"
"graher1,litgre1",graher1_litgre1_00103.wav,synthetic_mix,"graher1/XC543470.ogg,litgre1/XC800801.ogg"
"grewar3,bkwsti",grewar3_bkwsti_00104.wav,synthetic_mix,"grewar3/XC845823.ogg,bkwsti/XC718551.ogg"
"zitcis1,bkwsti",zitcis1_bkwsti_00105.wav,synthetic_mix,"zitcis1/XC378260.ogg,bkwsti/XC789734.ogg"
"grywag,hoopoe",grywag_hoopoe_00106.wav,synthetic_mix,"grywag/XC149880.ogg,hoopoe/XC449201.ogg"
"lirplo,commoo3",lirplo_commoo3_00107.wav,synthetic_mix,"lirplo/XC549823.ogg,commoo3/XC709909.ogg"
"woosan,grnsan",woosan_grnsan_00108.wav,synthetic_mix,"woosan/XC358470.ogg,grnsan/XC749438.ogg"
"eurcoo,bkwsti",eurcoo_bkwsti_00109.wav,synthetic_mix,"eurcoo/XC545093.ogg,bkwsti/XC656236.ogg"
"eaywag1,bcnher",eaywag1_bcnher_00110.wav,synthetic_mix,"eaywag1/XC800546.ogg,bcnher/XC189778.ogg"
"eurcoo,bkwsti",eurcoo_bkwsti_00111.wav,synthetic_mix,"eurcoo/XC713483.ogg,bkwsti/XC302858.ogg"
"eaywag1,barswa",eaywag1_barswa_00112.wav,synthetic_mix,"eaywag1/XC765264.ogg,barswa/XC288343.ogg"
"eaywag1,grewar3",eaywag1_grewar3_00113.wav,synthetic_mix,"eaywag1/XC586656.ogg,grewar3/XC431696.ogg"
"grnsan,grewar3",grnsan_grewar3_00114.wav,synthetic_mix,"grnsan/XC745145.ogg,grewar3/XC494854.ogg"
"eurcoo,blrwar1",eurcoo_blrwar1_00115.wav,synthetic_mix,"eurcoo/XC462903.ogg,blrwar1/XC658147.ogg"
"lirplo,hoopoe",lirplo_hoopoe_00116.wav,synthetic_mix,"lirplo/XC735108.ogg,hoopoe/XC722560.ogg"
"bkwsti,barswa",bkwsti_barswa_00117.wav,synthetic_mix,"bkwsti/XC526030.ogg,barswa/XC267430.ogg"
"eucdov,commoo3",eucdov_commoo3_00118.wav,synthetic_mix,"eucdov/XC726351.ogg,commoo3/XC543811.ogg"
"hoopoe,grewar3",hoopoe_grewar3_00119.wav,synthetic_mix,"hoopoe/XC334282.ogg,grewar3/XC185504.ogg"
"grewar3,blrwar1",grewar3_blrwar1_00120.wav,synthetic_mix,"grewar3/XC431695.ogg,blrwar1/XC568123.ogg"
"bkwsti,litgre1",bkwsti_litgre1_00121.wav,synthetic_mix,"bkwsti/XC165708.ogg,litgre1/XC597730.ogg"
"comros,comgre",comros_comgre_00122.wav,synthetic_mix,"comros/XC484731.ogg,comgre/XC667867.ogg"
"barswa,grewar3",barswa_grewar3_00123.wav,synthetic_mix,"barswa/XC186847.ogg,grewar3/XC639490.ogg"
"bkwsti,eurcoo",bkwsti_eurcoo_00124.wav,synthetic_mix,"bkwsti/XC449084.ogg,eurcoo/XC632207.ogg"
"eaywag1,eurcoo",eaywag1_eurcoo_00125.wav,synthetic_mix,"eaywag1/XC746879.ogg,eurcoo/XC709590.ogg"
"woosan,eurcoo",woosan_eurcoo_00126.wav,synthetic_mix,"woosan/XC585287.ogg,eurcoo/XC701503.ogg"
"bkwsti,lirplo",bkwsti_lirplo_00127.wav,synthetic_mix,"bkwsti/XC820409.ogg,lirplo/XC181981.ogg"
"commoo3,woosan",commoo3_woosan_00128.wav,synthetic_mix,"commoo3/XC542893.ogg,woosan/XC487833.ogg"
"litgre1,comsan",litgre1_comsan_00129.wav,synthetic_mix,"litgre1/XC723740.ogg,comsan/XC734437.ogg"
"barswa,commoo3",barswa_commoo3_00130.wav,synthetic_mix,"barswa/XC841236.ogg,commoo3/XC626604.ogg"
"bkwsti,barswa",bkwsti_barswa_00131.wav,synthetic_mix,"bkwsti/XC236580.ogg,barswa/XC690498.ogg"
"hoopoe,grywag",hoopoe_grywag_00132.wav,synthetic_mix,"hoopoe/XC278195.ogg,grywag/XC588720.ogg"
"litgre1,grewar3",litgre1_grewar3_00133.wav,synthetic_mix,"litgre1/XC506218.ogg,grewar3/XC191261.ogg"
"hoopoe,grnsan",hoopoe_grnsan_00134.wav,synthetic_mix,"hoopoe/XC560960.ogg,grnsan/XC829060.ogg"
"grywag,comsan",grywag_comsan_00135.wav,synthetic_mix,"grywag/XC608016.ogg,comsan/XC800183.ogg"
"bcnher,woosan",bcnher_woosan_00136.wav,synthetic_mix,"bcnher/XC603714.ogg,woosan/XC814696.ogg"
"blrwar1,comgre",blrwar1_comgre_00137.wav,synthetic_mix,"blrwar1/XC134718.ogg,comgre/XC396618.ogg"
"barswa,hoopoe",barswa_hoopoe_00138.wav,synthetic_mix,"barswa/XC312064.ogg,hoopoe/XC746793.ogg"
"litgre1,eucdov",litgre1_eucdov_00139.wav,synthetic_mix,"litgre1/XC400550.ogg,eucdov/XC378736.ogg"
"comgre,barswa",comgre_barswa_00140.wav,synthetic_mix,"comgre/XC854750.ogg,barswa/XC187796.ogg"
"lirplo,blrwar1",lirplo_blrwar1_00141.wav,synthetic_mix,"lirplo/XC558971.ogg,blrwar1/XC562698.ogg"
"graher1,grywag",graher1_grywag_00142.wav,synthetic_mix,"graher1/XC590234.ogg,grywag/XC753327.ogg"
"zitcis1,eaywag1",zitcis1_eaywag1_00143.wav,synthetic_mix,"zitcis1/XC333705.ogg,eaywag1/XC675728.ogg"
"grywag,litgre1",grywag_litgre1_00144.wav,synthetic_mix,"grywag/XC738337.ogg,litgre1/XC790566.ogg"
"grnsan,comsan",grnsan_comsan_00145.wav,synthetic_mix,"grnsan/XC658288.ogg,comsan/XC686345.ogg"
"blrwar1,zitcis1",blrwar1_zitcis1_00146.wav,synthetic_mix,"blrwar1/XC442763.ogg,zitcis1/XC790069.ogg"
"comros,zitcis1",comros_zitcis1_00147.wav,synthetic_mix,"comros/XC134545.ogg,zitcis1/XC333705.ogg"
"eucdov,commoo3",eucdov_commoo3_00148.wav,synthetic_mix,"eucdov/XC377927.ogg,commoo3/XC586136.ogg"
"lirplo,zitcis1",lirplo_zitcis1_00149.wav,synthetic_mix,"lirplo/XC162646.ogg,zitcis1/XC148896.ogg"
"zitcis1,blrwar1",zitcis1_blrwar1_00150.wav,synthetic_mix,"zitcis1/XC839550.ogg,blrwar1/XC149210.ogg"
"eaywag1,graher1",eaywag1_graher1_00151.wav,synthetic_mix,"eaywag1/XC765256.ogg,graher1/XC826488.ogg"
"lirplo,comkin1",lirplo_comkin1_00152.wav,synthetic_mix,"lirplo/XC716693.ogg,comkin1/XC678735.ogg"
"hoopoe,comkin1",hoopoe_comkin1_00153.wav,synthetic_mix,"hoopoe/XC471593.ogg,comkin1/XC502229.ogg"
"eurcoo,eucdov",eurcoo_eucdov_00154.wav,synthetic_mix,"eurcoo/XC658199.ogg,eucdov/XC588874.ogg"
"grywag,lirplo",grywag_lirplo_00155.wav,synthetic_mix,"grywag/XC367827.ogg,lirplo/XC465801.ogg"
"commoo3,houspa",commoo3_houspa_00156.wav,synthetic_mix,"commoo3/XC402556.ogg,houspa/XC345819.ogg"
"grywag,comgre",grywag_comgre_00157.wav,synthetic_mix,"grywag/XC636308.ogg,comgre/XC191095.ogg"
"grywag,litgre1",grywag_litgre1_00158.wav,synthetic_mix,"grywag/XC764250.ogg,litgre1/XC731322.ogg"
"eucdov,litgre1",eucdov_litgre1_00159.wav,synthetic_mix,"eucdov/XC802331.ogg,litgre1/XC544638.ogg"
"grywag,graher1",grywag_graher1_00160.wav,synthetic_mix,"grywag/XC778279.ogg,graher1/XC821061.ogg"
"comros,houspa",comros_houspa_00161.wav,synthetic_mix,"comros/XC181372.ogg,houspa/XC183867.ogg"
"woosan,grnsan",woosan_grnsan_00162.wav,synthetic_mix,"woosan/XC740796.ogg,grnsan/XC835904.ogg"
"barswa,grnsan",barswa_grnsan_00163.wav,synthetic_mix,"barswa/XC288338.ogg,grnsan/XC622364.ogg"
"bkwsti,zitcis1",bkwsti_zitcis1_00164.wav,synthetic_mix,"bkwsti/XC580256.ogg,zitcis1/XC687967.ogg"
"woosan,graher1",woosan_graher1_00165.wav,synthetic_mix,"woosan/XC557396.ogg,graher1/XC339482.ogg"
"woosan,grewar3",woosan_grewar3_00166.wav,synthetic_mix,"woosan/XC476671.ogg,grewar3/XC580303.ogg"
"zitcis1,barswa",zitcis1_barswa_00167.wav,synthetic_mix,"zitcis1/XC254005.ogg,barswa/XC575358.ogg"
"zitcis1,comkin1",zitcis1_comkin1_00168.wav,synthetic_mix,"zitcis1/XC338234.ogg,comkin1/XC692592.ogg"
"eurcoo,comros",eurcoo_comros_00169.wav,synthetic_mix,"eurcoo/XC441929.ogg,comros/XC651498.ogg"
"bkwsti,woosan",bkwsti_woosan_00170.wav,synthetic_mix,"bkwsti/XC568227.ogg,woosan/XC685750.ogg"
"bkwsti,commoo3",bkwsti_commoo3_00171.wav,synthetic_mix,"bkwsti/XC796482.ogg,commoo3/XC720972.ogg"
"grywag,graher1",grywag_graher1_00172.wav,synthetic_mix,"grywag/XC701895.ogg,graher1/XC441256.ogg"
"hoopoe,grnsan",hoopoe_grnsan_00173.wav,synthetic_mix,"hoopoe/XC125950.ogg,grnsan/XC645295.ogg"
"lirplo,zitcis1",lirplo_zitcis1_00174.wav,synthetic_mix,"lirplo/XC795907.ogg,zitcis1/XC175386.ogg"
"hoopoe,grywag",hoopoe_grywag_00175.wav,synthetic_mix,"hoopoe/XC788140.ogg,grywag/XC564937.ogg"
"comsan,grewar3",comsan_grewar3_00176.wav,synthetic_mix,"comsan/XC674242.ogg,grewar3/XC460796.ogg"
"eaywag1,houspa",eaywag1_houspa_00177.wav,synthetic_mix,"eaywag1/XC790727.ogg,houspa/XC555548.ogg"
"barswa,houspa",barswa_houspa_00178.wav,synthetic_mix,"barswa/XC585551.ogg,houspa/XC179341.ogg"
"eaywag1,blrwar1",eaywag1_blrwar1_00179.wav,synthetic_mix,"eaywag1/XC376742.ogg,blrwar1/XC141038.ogg"
"zitcis1,eucdov",zitcis1_eucdov_00180.wav,synthetic_mix,"zitcis1/XC842049.ogg,eucdov/XC816462.ogg"
"comros,bcnher",comros_bcnher_00181.wav,synthetic_mix,"comros/XC727915.ogg,bcnher/XC815878.ogg"
"hoopoe,grywag",hoopoe_grywag_00182.wav,synthetic_mix,"hoopoe/XC376682.ogg,grywag/XC678269.ogg"
"comros,comgre",comros_comgre_00183.wav,synthetic_mix,"comros/XC458150.ogg,comgre/XC827698.ogg"
"comsan,hoopoe",comsan_hoopoe_00184.wav,synthetic_mix,"comsan/XC185022.ogg,hoopoe/XC728876.ogg"
"hoopoe,commoo3",hoopoe_commoo3_00185.wav,synthetic_mix,"hoopoe/XC417204.ogg,commoo3/XC542359.ogg"
"grywag,lirplo",grywag_lirplo_00186.wav,synthetic_mix,"grywag/XC456047.ogg,lirplo/XC482665.ogg"
"hoopoe,graher1",hoopoe_graher1_00187.wav,synthetic_mix,"hoopoe/XC306215.ogg,graher1/XC461755.ogg"
"barswa,hoopoe",barswa_hoopoe_00188.wav,synthetic_mix,"barswa/XC253981.ogg,hoopoe/XC688478.ogg"
"commoo3,lirplo",commoo3_lirplo_00189.wav,synthetic_mix,"commoo3/XC214103.ogg,lirplo/XC714693.ogg"
"eucdov,houspa",eucdov_houspa_00190.wav,synthetic_mix,"eucdov/XC583136.ogg,houspa/XC316309.ogg"
"comsan,comros",comsan_comros_00191.wav,synthetic_mix,"comsan/XC798794.ogg,comros/XC319190.ogg"
"eucdov,graher1",eucdov_graher1_00192.wav,synthetic_mix,"eucdov/XC666205.ogg,graher1/XC73272.ogg"
"grewar3,graher1",grewar3_graher1_00193.wav,synthetic_mix,"grewar3/XC692713.ogg,graher1/XC555823.ogg"
"grewar3,grnsan",grewar3_grnsan_00194.wav,synthetic_mix,"grewar3/XC323475.ogg,grnsan/XC495162.ogg"
"graher1,grewar3",graher1_grewar3_00195.wav,synthetic_mix,"graher1/XC587018.ogg,grewar3/XC355994.ogg"
"comkin1,bcnher",comkin1_bcnher_00196.wav,synthetic_mix,"comkin1/XC716236.ogg,bcnher/XC722928.ogg"
"houspa,litgre1",houspa_litgre1_00197.wav,synthetic_mix,"houspa/XC541445.ogg,litgre1/XC589782.ogg"
"graher1,comkin1",graher1_comkin1_00198.wav,synthetic_mix,"graher1/XC587822.ogg,comkin1/XC474277.ogg"
"blrwar1,eurcoo",blrwar1_eurcoo_00199.wav,synthetic_mix,"blrwar1/XC183813.ogg,eurcoo/XC628739.ogg"
"bkwsti,graher1",bkwsti_graher1_00200.wav,synthetic_mix,"bkwsti/XC191405.ogg,graher1/XC649642.ogg"
"comkin1,bkwsti",comkin1_bkwsti_00201.wav,synthetic_mix,"comkin1/XC595517.ogg,bkwsti/XC817818.ogg"
"bkwsti,commoo3",bkwsti_commoo3_00202.wav,synthetic_mix,"bkwsti/XC184853.ogg,commoo3/XC750732.ogg"
"grywag,bcnher",grywag_bcnher_00203.wav,synthetic_mix,"grywag/XC454833.ogg,bcnher/XC73031.ogg"
"blrwar1,bcnher",blrwar1_bcnher_00204.wav,synthetic_mix,"blrwar1/XC139035.ogg,bcnher/XC763259.ogg"
"hoopoe,litgre1",hoopoe_litgre1_00205.wav,synthetic_mix,"hoopoe/XC736463.ogg,litgre1/XC747915.ogg"
"houspa,comros",houspa_comros_00206.wav,synthetic_mix,"houspa/XC641227.ogg,comros/XC664853.ogg"
"zitcis1,comros",zitcis1_comros_00207.wav,synthetic_mix,"zitcis1/XC546358.ogg,comros/XC449203.ogg"
"barswa,grywag",barswa_grywag_00208.wav,synthetic_mix,"barswa/XC429309.ogg,grywag/XC711977.ogg"
"eucdov,grewar3",eucdov_grewar3_00209.wav,synthetic_mix,"eucdov/XC490221.ogg,grewar3/XC567427.ogg"
"graher1,bcnher",graher1_bcnher_00210.wav,synthetic_mix,"graher1/XC824809.ogg,bcnher/XC805561.ogg"
"bkwsti,barswa",bkwsti_barswa_00211.wav,synthetic_mix,"bkwsti/XC622358.ogg,barswa/XC134349.ogg"
"comros,woosan",comros_woosan_00212.wav,synthetic_mix,"comros/XC476464.ogg,woosan/XC580553.ogg"
"bcnher,woosan",bcnher_woosan_00213.wav,synthetic_mix,"bcnher/XC545729.ogg,woosan/XC644171.ogg"
"houspa,eucdov",houspa_eucdov_00214.wav,synthetic_mix,"houspa/XC179342.ogg,eucdov/XC284421.ogg"
"hoopoe,blrwar1",hoopoe_blrwar1_00215.wav,synthetic_mix,"hoopoe/XC202569.ogg,blrwar1/XC660157.ogg"
