primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename
asbfly,[],['song'],43.7953,132.5283,Muscicapa dauurica,Asian Brown Flycatcher,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/347563,asbfly/XC347563.ogg
asbfly,['comior1'],['call'],1.4181,103.7248,Muscicapa dauurica,Asian Brown Flycatcher,Kim Chuah Lim,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/347938,asbfly/XC347938.ogg
asbfly,[],['song'],49.1126,130.7299,Muscicapa dauurica,Asian Brown Flycatcher,Aleksey Antonov,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/374520,asbfly/XC374520.ogg
asbfly,[],['song'],62.2907,88.9948,Muscicapa dauurica,Asian Brown Flycatcher,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/376509,asbfly/XC376509.ogg
asbfly,[],['call'],1.3415,103.7876,Muscicapa dauurica,Asian Brown Flycatcher,Yeo SB,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/396237,asbfly/XC396237.ogg
asbfly,[],['call'],1.3415,103.7876,Muscicapa dauurica,Asian Brown Flycatcher,Yeo SB,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/396238,asbfly/XC396238.ogg
asbfly,['asikoe2'],['call'],13.8577,100.4663,Muscicapa dauurica,Asian Brown Flycatcher,Werzik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/399102,asbfly/XC399102.ogg
asbfly,[],['song'],49.8699,127.6447,Muscicapa dauurica,Asian Brown Flycatcher,Tom Wulf,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/405069,asbfly/XC405069.ogg
asbfly,[],['call'],12.9912,80.2363,Muscicapa dauurica,Asian Brown Flycatcher,Vivek Puliyeri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/412227,asbfly/XC412227.ogg
asbfly,['commyn'],['call'],12.9912,80.2363,Muscicapa dauurica,Asian Brown Flycatcher,Vivek Puliyeri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/412228,asbfly/XC412228.ogg
asbfly,['asikoe2'],['call'],13.8549,100.4735,Muscicapa dauurica,Asian Brown Flycatcher,Werzik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/441145,asbfly/XC441145.ogg
asbfly,[],['call'],10.3526,77.5744,Muscicapa dauurica,Asian Brown Flycatcher,Viral joshi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/453302,asbfly/XC453302.ogg
asbfly,[],['song'],36.1597,128.4909,Muscicapa dauurica,Asian Brown Flycatcher,Martin Sutherland,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/464609,asbfly/XC464609.ogg
asbfly,[],"['male', 'song']",36.3319,127.3555,Muscicapa dauurica,Asian Brown Flycatcher,Stuart Fisher,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/484489,asbfly/XC484489.ogg
asbfly,[],['song'],,,Muscicapa dauurica,Asian Brown Flycatcher,D.Farrow,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/49755,asbfly/XC49755.ogg
asbfly,[],['call'],42.948,131.8324,Muscicapa dauurica,Asian Brown Flycatcher,Jonas Buddemeier,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/499134,asbfly/XC499134.ogg
asbfly,[],"['adult', 'call']",4.6009,101.1485,Muscicapa dauurica,Asian Brown Flycatcher,Amar-Singh HSS,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/505369,asbfly/XC505369.ogg
asbfly,[],['call'],19.4544,54.622,Muscicapa dauurica,Asian Brown Flycatcher,Alain Malengreau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/508268,asbfly/XC508268.ogg
asbfly,[],['Song'],36.3653,138.5939,Muscicapa dauurica,Asian Brown Flycatcher,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/528852,asbfly/XC528852.ogg
asbfly,[],['call'],1.3695,103.9005,Muscicapa dauurica,Asian Brown Flycatcher,Tan Kok Hui,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/530877,asbfly/XC530877.ogg
asbfly,"['barswa', 'commyn', 'copbar1', 'spodov']","['adult', 'call', 'sex uncertain']",21.1618,81.241,Muscicapa dauurica,Asian Brown Flycatcher,Sreekumar Chirukandoth,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/554430,asbfly/XC554430.ogg
asbfly,[],['Call'],1.291781,103.630832,Muscicapa dauurica,Asian Brown Flycatcher,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/575547,asbfly/XC575547.ogg
asbfly,[],['Call'],0.6837,104.26,Muscicapa dauurica,Asian Brown Flycatcher,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/578908,asbfly/XC578908.ogg
asbfly,[],['Subsong'],1.2914,103.7667,Muscicapa dauurica,Asian Brown Flycatcher,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/578909,asbfly/XC578909.ogg
asbfly,[],['alarm call'],35.9259,126.7468,Muscicapa dauurica,Asian Brown Flycatcher,Byoungsoon Jang,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/589132,asbfly/XC589132.ogg
asbfly,[],['call'],17.9361,102.6217,Muscicapa dauurica,Asian Brown Flycatcher,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/596043,asbfly/XC596043.ogg
asbfly,['whtkin2'],['call'],3.1404,101.632,Muscicapa dauurica,Asian Brown Flycatcher,bryanW,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/600171,asbfly/XC600171.ogg
asbfly,[],['Alarm call'],1.313926,103.815667,Muscicapa dauurica,Asian Brown Flycatcher,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/610733,asbfly/XC610733.ogg
asbfly,[],['Call'],1.313926,103.815667,Muscicapa dauurica,Asian Brown Flycatcher,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/610734,asbfly/XC610734.ogg
asbfly,[],['Call'],1.313926,103.815667,Muscicapa dauurica,Asian Brown Flycatcher,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/610735,asbfly/XC610735.ogg
asbfly,[],['call'],23.8264,120.8024,Muscicapa dauurica,Asian Brown Flycatcher,Sunny Tseng,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/629846,asbfly/XC629846.ogg
asbfly,[],['call'],23.8264,120.8024,Muscicapa dauurica,Asian Brown Flycatcher,Sunny Tseng,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/629847,asbfly/XC629847.ogg
asbfly,[],"['adult', 'call', 'sex uncertain', 'song']",23.8287,120.8017,Muscicapa dauurica,Asian Brown Flycatcher,Jerome Chie-Jen Ko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.5,https://www.xeno-canto.org/643642,asbfly/XC643642.ogg
asbfly,[],['call'],6.8922,80.1728,Muscicapa dauurica,Asian Brown Flycatcher,THILANKA EDIRISINGHE,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/647397,asbfly/XC647397.ogg
asbfly,[],['Call'],1.3422,103.8254,Muscicapa dauurica,Asian Brown Flycatcher,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/665386,asbfly/XC665386.ogg
asbfly,['comtai1'],['call'],17.9361,102.6217,Muscicapa dauurica,Asian Brown Flycatcher,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,http://xeno-canto.org/677470,asbfly/XC677470.ogg
asbfly,[],"['call', 'life stage uncertain', 'sex uncertain']",1.3178,103.772,Muscicapa dauurica,Asian Brown Flycatcher,Kim Chuah Lim,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,http://xeno-canto.org/684073,asbfly/XC684073.ogg
asbfly,[],"['adult', 'call', 'sex uncertain']",10.0825,78.2164,Muscicapa dauurica,Asian Brown Flycatcher,Sreekumar Chirukandoth,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/687953,asbfly/XC687953.ogg
asbfly,['ashdro1'],"['adult', 'call', 'sex uncertain']",10.0825,78.2164,Muscicapa dauurica,Asian Brown Flycatcher,Sreekumar Chirukandoth,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,http://xeno-canto.org/687954,asbfly/XC687954.ogg
asbfly,['grewar3'],"['adult', 'call', 'sex uncertain']",10.0825,78.2164,Muscicapa dauurica,Asian Brown Flycatcher,Sreekumar Chirukandoth,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,http://xeno-canto.org/687955,asbfly/XC687955.ogg
asbfly,[],[''],31.1741,121.4214,Muscicapa dauurica,Asian Brown Flycatcher,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/712207,asbfly/XC712207.ogg
asbfly,[],[''],24.585,117.9306,Muscicapa dauurica,Asian Brown Flycatcher,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/713467,asbfly/XC713467.ogg
asbfly,[],[''],24.585,117.9306,Muscicapa dauurica,Asian Brown Flycatcher,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/713503,asbfly/XC713503.ogg
asbfly,[],[''],18.3692,100.3536,Muscicapa dauurica,Asian Brown Flycatcher,Somkiat Pakapinyo (Chai),Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/716486,asbfly/XC716486.ogg
asbfly,[],[''],31.103,121.3298,Muscicapa dauurica,Asian Brown Flycatcher,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/716692,asbfly/XC716692.ogg
asbfly,[],[''],30.9433,121.9669,Muscicapa dauurica,Asian Brown Flycatcher,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/716727,asbfly/XC716727.ogg
asbfly,[],[''],30.9433,121.9669,Muscicapa dauurica,Asian Brown Flycatcher,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/716737,asbfly/XC716737.ogg
asbfly,[],[''],30.9433,121.9669,Muscicapa dauurica,Asian Brown Flycatcher,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/716738,asbfly/XC716738.ogg
asbfly,[],[''],30.9433,121.9669,Muscicapa dauurica,Asian Brown Flycatcher,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/716740,asbfly/XC716740.ogg
asbfly,[],[''],30.9433,121.9669,Muscicapa dauurica,Asian Brown Flycatcher,Bo Shunqi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/718355,asbfly/XC718355.ogg
asbfly,[],[''],31.617,121.4018,Muscicapa dauurica,Asian Brown Flycatcher,Bo Shunqi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/724148,asbfly/XC724148.ogg
asbfly,[],[''],31.617,121.4018,Muscicapa dauurica,Asian Brown Flycatcher,Bo Shunqi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/724266,asbfly/XC724266.ogg
asbfly,[],[''],35.4186,138.8775,Muscicapa dauurica,Asian Brown Flycatcher,Geoff Carey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/741062,asbfly/XC741062.ogg
asbfly,[],[''],45.1845,136.2618,Muscicapa dauurica,Asian Brown Flycatcher,Geoff Carey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/741066,asbfly/XC741066.ogg
asbfly,[],[''],22.4495,114.3209,Muscicapa dauurica,Asian Brown Flycatcher,Geoff Carey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/741067,asbfly/XC741067.ogg
asbfly,[],[''],31.1741,121.4214,Muscicapa dauurica,Asian Brown Flycatcher,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/745831,asbfly/XC745831.ogg
asbfly,[],[''],31.1741,121.4214,Muscicapa dauurica,Asian Brown Flycatcher,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/749597,asbfly/XC749597.ogg
asbfly,[],[''],1.3359,103.726,Muscicapa dauurica,Asian Brown Flycatcher,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/756431,asbfly/XC756431.ogg
asbfly,[],[''],1.3359,103.726,Muscicapa dauurica,Asian Brown Flycatcher,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/756532,asbfly/XC756532.ogg
asbfly,[],[''],6.8922,80.1728,Muscicapa dauurica,Asian Brown Flycatcher,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/756617,asbfly/XC756617.ogg
asbfly,[],[''],31.1741,121.4214,Muscicapa dauurica,Asian Brown Flycatcher,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://xeno-canto.org/760532,asbfly/XC760532.ogg
asbfly,[],[''],20.0107,110.3175,Muscicapa dauurica,Asian Brown Flycatcher,Dave Guo,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/767510,asbfly/XC767510.ogg
asbfly,[],[''],19.9751,110.4364,Muscicapa dauurica,Asian Brown Flycatcher,Dave Guo,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/770506,asbfly/XC770506.ogg
asbfly,[],[''],19.9751,110.4364,Muscicapa dauurica,Asian Brown Flycatcher,Dave Guo,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/770507,asbfly/XC770507.ogg
asbfly,[],[''],24.1841,52.6295,Muscicapa dauurica,Asian Brown Flycatcher,Khalifa,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/775904,asbfly/XC775904.ogg
asbfly,[],[''],18.2525,109.5121,Muscicapa dauurica,Asian Brown Flycatcher,Shuangqi Liu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/778686,asbfly/XC778686.ogg
asbfly,[],[''],31.6569,121.6082,Muscicapa dauurica,Asian Brown Flycatcher,Tiantian Zhao 赵天天,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/778717,asbfly/XC778717.ogg
asbfly,[],[''],39.824,116.385,Muscicapa dauurica,Asian Brown Flycatcher,王自堃,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/785503,asbfly/XC785503.ogg
asbfly,[],[''],48.2935,134.8174,Muscicapa dauurica,Asian Brown Flycatcher,Vadim Ivushkin ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/805713,asbfly/XC805713.ogg
asbfly,[],[''],25.1423,102.7494,Muscicapa dauurica,Asian Brown Flycatcher,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/818340,asbfly/XC818340.ogg
asbfly,[],[''],49.65,121.823,Muscicapa dauurica,Asian Brown Flycatcher,Oriental Stork,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://xeno-canto.org/821324,asbfly/XC821324.ogg
asbfly,[],[''],51.6672,121.8224,Muscicapa dauurica,Asian Brown Flycatcher,Oriental Stork,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/821773,asbfly/XC821773.ogg
asbfly,[],[''],,,Muscicapa dauurica,Asian Brown Flycatcher,王自堃,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/825177,asbfly/XC825177.ogg
asbfly,[],[''],39.946,116.8092,Muscicapa dauurica,Asian Brown Flycatcher,pksunking,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/827640,asbfly/XC827640.ogg
asbfly,[],[''],31.2164,121.9213,Muscicapa dauurica,Asian Brown Flycatcher,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/830258,asbfly/XC830258.ogg
asbfly,[],[''],45.3373,104.0056,Muscicapa dauurica,Asian Brown Flycatcher,Martin Billard,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/833987,asbfly/XC833987.ogg
asbfly,[],[''],36.6518,117.1201,Muscicapa dauurica,Asian Brown Flycatcher,pehjiang,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/834959,asbfly/XC834959.ogg
asbfly,[],[''],13.8233,100.881,Muscicapa dauurica,Asian Brown Flycatcher,Peter Ericsson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/837545,asbfly/XC837545.ogg
asbfly,[],[''],27.6254,121.2059,Muscicapa dauurica,Asian Brown Flycatcher,Bo Shunqi 薄顺奇,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/839572,asbfly/XC839572.ogg
asbfly,[],[''],13.714,100.5247,Muscicapa dauurica,Asian Brown Flycatcher,Sam Hambly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/842684,asbfly/XC842684.ogg
asbfly,[],[''],13.714,100.5247,Muscicapa dauurica,Asian Brown Flycatcher,Sam Hambly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/842686,asbfly/XC842686.ogg
asbfly,[],[''],13.9114,100.4762,Muscicapa dauurica,Asian Brown Flycatcher,Sam Hambly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/846616,asbfly/XC846616.ogg
asbfly,[],[''],13.848,100.4844,Muscicapa dauurica,Asian Brown Flycatcher,Sam Hambly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/856776,asbfly/XC856776.ogg
asbfly,[],[''],13.7747,100.8919,Muscicapa dauurica,Asian Brown Flycatcher,Sam Hambly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/858110,asbfly/XC858110.ogg
ashdro1,[],['song'],27.362,91.0286,Dicrurus leucophaeus,Ashy Drongo,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/114598,ashdro1/XC114598.ogg
ashdro1,[],['call'],27.362,91.0286,Dicrurus leucophaeus,Ashy Drongo,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/114599,ashdro1/XC114599.ogg
ashdro1,[],['call'],27.362,91.0286,Dicrurus leucophaeus,Ashy Drongo,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/114600,ashdro1/XC114600.ogg
ashdro1,[],"['call', 'song']",27.3071,91.1643,Dicrurus leucophaeus,Ashy Drongo,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/114601,ashdro1/XC114601.ogg
ashdro1,[],['song'],27.3071,91.1643,Dicrurus leucophaeus,Ashy Drongo,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/114602,ashdro1/XC114602.ogg
ashdro1,[],['song'],27.2753,91.2399,Dicrurus leucophaeus,Ashy Drongo,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/114603,ashdro1/XC114603.ogg
ashdro1,[],['song'],27.2753,91.2399,Dicrurus leucophaeus,Ashy Drongo,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/114604,ashdro1/XC114604.ogg
ashdro1,[],['song'],27.0189,91.5118,Dicrurus leucophaeus,Ashy Drongo,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/114605,ashdro1/XC114605.ogg
ashdro1,[],['song'],27.0189,91.5118,Dicrurus leucophaeus,Ashy Drongo,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/114606,ashdro1/XC114606.ogg
ashdro1,[],['song'],26.61,93.5008,Dicrurus leucophaeus,Ashy Drongo,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/116334,ashdro1/XC116334.ogg
ashdro1,[],['song'],26.61,93.5008,Dicrurus leucophaeus,Ashy Drongo,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/116335,ashdro1/XC116335.ogg
ashdro1,[],['call'],18.8897,73.1232,Dicrurus leucophaeus,Ashy Drongo,Saurabh Sawant,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/120586,ashdro1/XC120586.ogg
